words,character
"It's important, Rila. Not just for us. The population of another planet is threatened by surface changes, too. Argo's ancient knowledge can help save them. ",KIRK
"Touché, Bones. ",KIRK
"Yes, and Surak. Perhaps in a sense they were real, Captain.",SPOCK
"Good. I like yours, too. I like you. ",KIRK
You're doing fine. ,KIRK
I'll never live this down. This Vulcan is telling me how to operate. ,MCCOY
"How are you doing, Mister Scott? ",SPOCK
Take him. ,KIRK
"Jim, I think we better'd run a complete physical on you. ",MCCOY
Most illogical reaction. We demonstrated our superior weapons.,SPOCK
That's generations ahead of where these people should be technically. How'd they manage that? ,MCCOY
(pushing the gear lever and making grinding noises) Oops! Gears. ,KIRK
"Well. I had this zenite sample sent up from the surface. Now unsealed, it would have had detrimental effects on everybody here. ",MCCOY
Did it work? ,KIRK
Physically. ,MCCOY
Concerning the situation you related to us.,SPOCK
"Not precisely, Doctor. On Vulcan, the teddy bears are alive, and they have six-inch fangs. ",SPOCK
"Irritating? Ah, yes. One of your Earth emotions. ",SPOCK
I'll see to it that the circumstances of his failure will clear him. ,KIRK
"You don't know that, Jim. You don't know that any more than you know that Garrovick could have destroyed it. ",MCCOY
"Doctor, if I were able to show emotion, your new infatuation with that term would begin to annoy me. ",SPOCK
"Indeed, Captain? ",SPOCK
Negative. ,SPOCK
It's very old. ,KIRK
Well at any rate she doesn't look a day over thirty. ,MCCOY
"Lieutenant, he is not the man you loved. Carter Winston is dead. ",KIRK
What's our position? ,KIRK
Is it within visual range? ,KIRK
She's not registering. ,MCCOY
What sterilisation procedure? ,KIRK
Where do you come from? ,KIRK
He is my friend. ,KIRK
"Scotty, give me a hand. (They prop Hengist up on a chair, leaning against the table.) ",MCCOY
"Mister Spock, you getting any readings on your instruments? ",KIRK
"Beam us aboard, Mister Scott. ",KIRK
"(shows Chekov the packet of wheat) Mister Chekov, what do you make of this? ",KIRK
There's a body down there. Sturgeon. ,KIRK
Go. ,KIRK
"Mister Spock, the women on your planet are logical. That's the only planet in this galaxy that can make that claim.",KIRK
"Good luck, Spock. ",MCCOY
I guess they can take it faster than we give it. ,KIRK
"Captain, we hear you, but we cannot see you.",SPOCK
"Not sometimes. All the times, Miri! As soon as you start growing up the way you are. Don't you know why you don't like to play games anymore, why you don't see your friends the way you used to? It's because you're becoming a young woman, and the moment you become a young woman, you get the disease. All of you. ",KIRK
Allow me. ,SPOCK
"I believe we should, Jim.",SPOCK
A zoo? I'm no animal. ,MCCOY
Then why did you fight the examination? ,MCCOY
"Who said anything about an order, Jim? You've got a volunteer.",MCCOY
You can't hold him forever. ,KIRK
"All right, Scotty. We made a deal with Krako. ",KIRK
"Engineering, re-activate main transporter circuits. ",SPOCK
"He doesn't appear to be harmed. Physically, anyway. ",MCCOY
We haven't seen Tomar either. But my man Hanar is getting more irritable by the minute. I'm giving him shots of formazine. That should have him climbing the walls. ,MCCOY
Yes. Many of us are on the thing near you now. Do not consume it. ,SPOCK
"What was that? Lieutenant, cut off that frequency. ",KIRK
"A very interesting hypothesis, Doctor. Briefing room. ",SPOCK
"What's all this poppycock about life forms on this planet, Spock? The surface is molten lava. The atmosphere is poisonous. ",MCCOY
Fire. ,KIRK
Did l? I may have been mistaken. ,SPOCK
Yeah. ,KIRK
Do you mean the children may be involved? ,MCCOY
Bridge to Captain Kirk. ,SPOCK
What about a rendezvous? ,MCCOY
I wonder how humanity managed to survive. ,SPOCK
And we are definitely on the inside. ,KIRK
We'll use this as a base. It's defensible. They can't approach without being seen. ,KIRK
"No. No, I won't kill you. Maybe you thought you were protecting yourself when you attacked the outpost. ",KIRK
I thought I said that.  ,KIRK
"Thank you. He's working out a training programme for Charlie Evans. Earth history, his own background, that sort of thing. I'd like you to give him the necessary medical orientation on the problems of, um, er, adolescence. ",KIRK
"And you in yours, Commander Thelin. ",SPOCK
"Captain, the enemy ship is drifting, totally disabled. ",SPOCK
Fire phasers. ,KIRK
"Well, if you don't take advantage of your opportunities  MARLENA: You don't rise to the command of a starship or even higher. ",KIRK
I'm not joking. ,KIRK
That's what's bothering me. The something we may have to do.,KIRK
"No, it isn't. And you punished and tortured me because of it. ",KIRK
"Regulations require  KIRK: Regulations. Don't give me regulations. You've wanted command all along. First little excuse you get  SPOCK: Captain, I have not assumed command. ",SPOCK
"Mister Sulu, direct forward phasers at the Terratin city. Set for pinpoint fire pattern. ",KIRK
"Did you feel a presence, an intelligence? ",KIRK
"Yes, Captain? ",SPOCK
You did. ,SPOCK
"There is some way the Oracle knows what you say, isn't there? ",MCCOY
"Can't you disengage power from there, Mister Spock? ",KIRK
"If I could help him, I would. I cannot.",SPOCK
Let it be done. ,MCCOY
(pacing) Vulcan mind techniques. They seem so untrustworthy now that Spock's life is at stake. ,KIRK
"Oh, Bones. Doc. ",KIRK
Notify the Starfleet that we're going to attempt to probe the area of darkness to gain further information. ,KIRK
"You are a stowaway, Commander. ",SPOCK
Stay close to Spock. Stall for time. And hope. ,KIRK
"Fortunately, my ancestors spawned in another ocean than yours did. My blood cells are quite different.",SPOCK
"You still haven't answered my question. Either you tell me what's happened to my people  AREX [on viewscreen: Here we are, Captain. ",KIRK
"There is another portion, Captain, which I believe you'll find particularly interesting. ",SPOCK
It would've been effective anywhere else. ,KIRK
All banks maintain firing rate. ,SPOCK
"Now we all know, and I'm sure the doctor will agree with me, that desperation is a highly emotional state of mind. How does your well-known logic explain that? ",KIRK
"Captain. I have created a condition in which Gill cannot initiate speech or any other action, but he can reply to questions. ",SPOCK
Shoot. You're wasting time. ,KIRK
"I feel dizzy. Yes, you are lovely. You're beautiful. ",KIRK
"Agmar, we don't want to hurt you, but we must have Spock back. ",KIRK
"Here you have an opportunity to experience something really unique, and you're wasting it. You want to commit murder? Go ahead, but where's the sport in a simple hanging? ",KIRK
Unknown. It could hardly be an Earth ship. There have been no flights into this sector for years. ,SPOCK
"Exercise rating, Captain. Ninety four percent.",SPOCK
"Yes, I suppose they would. ",KIRK
Not so far as we know. ,SPOCK
"Spock, you don't know what that'll do to you. ",MCCOY
You probably wouldn't believe me if I told you I arranged it. ,KIRK
Do they live here with you? ,KIRK
"When the struggle came which devastated your planet  KIRK: Only the best minds were chosen to survive. Thalassa, my wife, as you may have guessed. Henoch, from the other side. Realising our mistake, we attempted to perpetuate both sides. We built this chamber here in order to preserve our essence in this fashion. ",SPOCK
"Of course. That laugh, it's the voice of our main computer. ",KIRK
Familiars? ,MCCOY
Origin? ,KIRK
A small one. ,SPOCK
We'll need something else for bait. ,KIRK
(grabbing his arm) No. ,KIRK
"Lieutenant Kevin Riley in communications, I wish to have him transferred down to the engineering decks. ",KIRK
I'm sorry. ,KIRK
"I surmised you were unaware of that plant, so I  KIRK: Stepped in front and took the thorns yourself. ",SPOCK
That may not be necessary. ,SPOCK
Have you got anything that will help up here? I don't want anybody folding on the bridge at a critical moment. ,KIRK
"All right, you people, clear out of the way. ",KIRK
"The hexagonal shape of the windows suggests a similarity to natural insect designs of Earth, the honeycombs of bees. The individual cells are shaped precisely like this. ",SPOCK
Tell them what? That an asteroid's coming to smash their world into atoms? ,KIRK
You take from those who do not know you. ,SPOCK
"Which allowed no quarter, no captives. Nor was there even ship-to-ship visual communication. Therefore, no human, Romulan, or ally has ever seen the other. Earth believes the Romulans to be warlike, cruel, treacherous, and only the Romulans know what they think of Earth. The treaty, set by sub-space radio, established this Neutral Zone, entry into which by either side, would constitute an act of war. The treaty has been unbroken since that time. Captain. ",SPOCK
Answer me. ,KIRK
The entire ship's power is feeding through one lithium crystal. ,SPOCK
"Computing now, Captain. Weight, five hundred kilograms. Shape, roughly cylindrical. Length, a fraction over one metre. ",SPOCK
"Elevator, and going down quite a ways.",KIRK
Exactly. We must be prepared to respond instantly to any sudden change.,SPOCK
What about medicine? Why no doctors? ,MCCOY
"I see what you mean, but then you'd have whole armies of Don Juans to fight off. And me, too.",MCCOY
"Let's get him, Mister Sulu. ",KIRK
You could. (She turns to slap him.) I simply meant that you could be anything you want to be. ,KIRK
Cestus Three has been destroyed.,KIRK
Yet the uniform on which you wear it fits as well as ever.,SPOCK
Nomad? Stop what you're doing and effect repairs on the life-support systems. ,KIRK
"It's water. Somehow on this planet, water's changed to a complex chain of molecules.",MCCOY
"Plague, Dramia Two. Of unknown origin, characterised by pigmentation changes in skin of victim, debilitation, death. Certain species known to have natural immunity, notably Vulcan. Hmm.",SPOCK
"And after they are finished in Sickbay, see to it that they're escorted back to their proper quarters and given whatever care they need. ",KIRK
"Captain, a bit more alacrity, if you please. ",SPOCK
"Up to now, everything has gone wrong. I want it tested now. ",KIRK
"What a trip, Bones. Orion, at the dawn of its civilisation. Even just observing, not touching anything for fear of changing some piece of history. What's the matter? Bones? ",KIRK
"No, I never say that, either.",MCCOY
"Miss McHuron, I don't  EVE: Oh, no! Oh, I just can't do it. I don't care what Harry Mudd says.",KIRK
How long would you like it to last? ,KIRK
Any sensor analysis on that wavering effect just before the ship disappeared? ,KIRK
"This is the land of my family. It has been held by us for more than two thousand Earth years. This is our place of Koon-ut-kal-if-fee,  MCCOY: He called it Koon-ut what? ",SPOCK
"A survey ship with twenty men aboard lost. No reason. Obviously, Captain Ramart was not aware of any trouble. I can't figure it. ",KIRK
"So do the bars of a jail, unless you're on the inside. ",MCCOY
"Oh, thank you. Thank you very much. ",MCCOY
